Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-05-03T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,18,0,18-24,M,HISPANIC,40.758273,-73.985293,Friday,"40.758273, -73.985293"
2024-10-03T00:00:00.000-04:00,203,"TRESPASS 3, CRIMINAL",352,OTHER,PL 140100A,M,QUEENS,103,1,25-44,M,BLACK,40.70247387178277,-73.79992086969553,Thursday,"40.70247387178277, -73.79992086969553"
2024-05-18T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,STATEN ISLAND,120,0,18-24,M,ASIAN,40.62460263307507,-74.07959815412,Saturday,"40.62460263307507, -74.07959815412"
2024-05-18T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110MU,M,QUEENS,103,0,25-44,M,BLACK,40.7038229049375,-73.80878922367093,Saturday,"40.7038229049375, -73.80878922367093"
2024-10-03T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BROOKLYN,79,0,25-44,M,BLACK,40.698007,-73.945875,Thursday,"40.698007, -73.945875"
2024-05-03T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200501,F,MANHATTAN,23,0,25-44,M,BLACK,40.789341,-73.947351,Friday,"40.789341, -73.947351"
2024-05-22T00:00:00.000-04:00,268,CRIMINAL MIS 2 & 3,121,OTHER,PL 1450502,F,QUEENS,107,0,45-64,M,HISPANIC,40.708872857477196,-73.81870464427959,Wednesday,"40.708872857477196, -73.81870464427959"
2024-05-14T00:00:00.000-04:00,117,RECKLESS ENDANGERMENT 1,126,OTHER,PL 1202500,F,BROOKLYN,76,0,25-44,M,BLACK,40.68968946717348,-73.99236271577318,Tuesday,"40.68968946717348, -73.99236271577318"
2024-09-21T00:00:00.000-04:00,106,ASSAULT POLICE/PEACE OFFICER,106,ASSAULT,PL 1200800,F,QUEENS,107,1,25-44,M,BLACK,40.71018863211647,-73.82111776291487,Saturday,"40.71018863211647, -73.82111776291487"
2024-05-11T00:00:00.000-04:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,MANHATTAN,14,0,25-44,M,ASIAN,40.757232265258125,-73.98979219054627,Saturday,"40.757232265258125, -73.98979219054627"
2024-09-23T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,STATEN ISLAND,121,0,25-44,M,WHITE,40.62736686710896,-74.16655934062803,Monday,"40.62736686710896, -74.16655934062803"
2024-09-10T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553004,F,BROOKLYN,63,0,18-24,M,BLACK,40.628508,-73.941384,Tuesday,"40.628508, -73.941384"
2024-05-11T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,MANHATTAN,34,0,25-44,M,BLACK,40.862605251371335,-73.92027605701978,Saturday,"40.862605251371335, -73.92027605701978"
2024-05-03T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,79,0,25-44,M,BLACK,40.696192,-73.942116,Friday,"40.696192, -73.942116"
2024-10-04T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,QUEENS,104,0,25-44,M,WHITE,40.700259,-73.892343,Friday,"40.700259, -73.892343"
2024-09-27T00:00:00.000-04:00,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OTHER,PL 1950500,M,STATEN ISLAND,120,0,18-24,M,BLACK,40.640115,-74.087149,Friday,"40.640115, -74.087149"
2024-05-26T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,90,0,25-44,M,HISPANIC,40.711797,-73.952016,Sunday,"40.711797, -73.952016"
2024-10-09T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,MANHATTAN,13,0,25-44,M,BLACK,40.737074,-73.982962,Wednesday,"40.737074, -73.982962"
2024-05-15T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200501,F,BROOKLYN,62,0,25-44,M,HISPANIC,40.602464,-74.00346,Wednesday,"40.602464, -74.00346"
2024-09-22T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,QUEENS,111,0,25-44,M,HISPANIC,40.760148,-73.767422,Sunday,"40.760148, -73.767422"
2024-09-17T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BROOKLYN,63,0,18-24,M,BLACK,40.637085,-73.926319,Tuesday,"40.637085, -73.926319"
2024-04-30T00:00:00.000-04:00,705,"FORGERY,ETC.-MISD.",358,OTHER,PL 1702000,M,MANHATTAN,13,0,25-44,M,BLACK,40.74141353312062,-73.98336031317677,Tuesday,"40.74141353312062, -73.98336031317677"
2024-05-01T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1600500,F,BRONX,41,0,25-44,F,BLACK,40.816057,-73.895785,Wednesday,"40.816057, -73.895785"
2024-10-11T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,110,0,18-24,M,HISPANIC,40.744517,-73.869296,Friday,"40.744517, -73.869296"
2024-05-23T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,BROOKLYN,73,2,25-44,M,HISPANIC,40.66729,-73.909161,Thursday,"40.66729, -73.909161"
2024-05-13T00:00:00.000-04:00,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,OTHER,PL 1402000,F,MANHATTAN,18,0,25-44,M,HISPANIC,40.762622,-73.998518,Monday,"40.762622, -73.998518"
2024-09-25T00:00:00.000-04:00,750,RESISTING ARREST,359,OTHER,PL 2053000,M,QUEENS,115,1,25-44,M,HISPANIC,40.74843794788514,-73.87625202188431,Wednesday,"40.74843794788514, -73.87625202188431"
2024-09-25T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 120053A,F,MANHATTAN,32,14,25-44,F,BLACK,40.814722,-73.938299,Wednesday,"40.814722, -73.938299"
2024-05-05T00:00:00.000-04:00,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,OTHER,PL 1657200,F,MANHATTAN,14,0,25-44,M,BLACK,40.75503340159596,-73.98663788428713,Sunday,"40.75503340159596, -73.98663788428713"
2024-05-28T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,113,0,25-44,M,HISPANIC,40.68033,-73.788421,Tuesday,"40.68033, -73.788421"
2024-09-20T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BROOKLYN,73,0,25-44,M,BLACK,40.669328,-73.90872,Friday,"40.669328, -73.90872"
2024-05-13T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BRONX,46,1,45-64,M,HISPANIC,40.84945286686186,-73.90599986315169,Monday,"40.84945286686186, -73.90599986315169"
