Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-09-07T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,20,0,25-44,M,BLACK,40.786368361170766,-73.97597514995583,Saturday,"40.786368361170766, -73.97597514995583"
2024-04-28T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,MANHATTAN,23,2,25-44,M,BLACK,40.794808485294155,-73.9444068205819,Sunday,"40.794808485294155, -73.9444068205819"
2024-03-23T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,MANHATTAN,14,1,25-44,M,HISPANIC,40.757232265258125,-73.98979219054627,Saturday,"40.757232265258125, -73.98979219054627"
2024-04-29T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,MANHATTAN,32,2,45-64,M,BLACK,40.813343,-73.946995,Monday,"40.813343, -73.946995"
2024-04-23T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1600500,F,BRONX,49,0,25-44,M,HISPANIC,40.855793,-73.843908,Tuesday,"40.855793, -73.843908"
2024-04-23T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1600500,F,MANHATTAN,33,0,18-24,F,HISPANIC,40.840775,-73.936253,Tuesday,"40.840775, -73.936253"
2024-04-24T00:00:00.000-04:00,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,OTHER,PL 1456002,M,BROOKLYN,79,1,18-24,F,WHITE,40.688736,-73.944984,Wednesday,"40.688736, -73.944984"
2024-04-15T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,QUEENS,108,0,25-44,F,BLACK,40.742954,-73.955274,Monday,"40.742954, -73.955274"
2024-09-11T00:00:00.000-04:00,705,"FORGERY,ETC.-MISD.",358,OTHER,PL 1702000,M,MANHATTAN,25,0,45-64,M,HISPANIC,40.79630124702657,-73.93828379349273,Wednesday,"40.79630124702657, -73.93828379349273"
2024-04-10T00:00:00.000-04:00,750,RESISTING ARREST,359,OTHER,PL 2053000,M,MANHATTAN,13,1,25-44,M,WHITE,40.73656148987022,-73.98901593621635,Wednesday,"40.73656148987022, -73.98901593621635"
2024-04-08T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510D,F,BRONX,52,0,25-44,M,BLACK,40.859017,-73.904672,Monday,"40.859017, -73.904672"
2024-04-22T00:00:00.000-04:00,114,OBSTR BREATH/CIRCUL,344,ASSAULT,PL 121110A,M,QUEENS,106,0,45-64,M,WHITE,40.656349,-73.852818,Monday,"40.656349, -73.852818"
2024-03-27T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,STATEN ISLAND,120,0,25-44,M,NATIVE AMERICAN,40.613717,-74.084818,Wednesday,"40.613717, -74.084818"
2024-08-16T00:00:00.000-04:00,268,CRIMINAL MIS 2 & 3,121,OTHER,PL 1450502,F,BROOKLYN,88,0,25-44,M,BLACK,40.681116,-73.95991,Friday,"40.681116, -73.95991"
2024-04-07T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,109,0,45-64,M,ASIAN,40.754485,-73.813886,Sunday,"40.754485, -73.813886"
2024-04-23T00:00:00.000-04:00,638,"HARASSMENT,SUBD 3,4,5",578,OTHER,PL 2402603,V,BRONX,52,0,25-44,M,BLACK,40.873803,-73.885931,Tuesday,"40.873803, -73.885931"
2024-08-18T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,78,0,25-44,F,BLACK,40.662442,-73.981979,Sunday,"40.662442, -73.981979"
2024-03-29T00:00:00.000-04:00,782,"WEAPONS, POSSESSION, ETC",236,OTHER,PL 2650101,M,MANHATTAN,10,0,25-44,F,BLACK,40.741667246722734,-74.00112952543432,Friday,"40.741667246722734, -74.00112952543432"
2024-09-05T00:00:00.000-04:00,905,"INTOXICATED DRIVING,ALCOHOL",347,OTHER,VTL11920U3,M,QUEENS,107,0,45-64,M,HISPANIC,40.74175428625832,-73.82526964946409,Thursday,"40.74175428625832, -73.82526964946409"
2024-09-08T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510D,F,QUEENS,107,0,45-64,M,BLACK,40.729059,-73.811018,Sunday,"40.729059, -73.811018"
2024-04-01T00:00:00.000-04:00,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DRUGS,PL 2201601,F,BROOKLYN,79,0,45-64,M,BLACK,40.6811367070632,-73.9556676077586,Monday,"40.6811367070632, -73.9556676077586"
