Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-08-05T00:00:00.000-04:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,MANHATTAN,17,0,65+,M,WHITE,40.744578,-73.977485,Monday,"40.744578, -73.977485"
2024-03-06T00:00:00.000-05:00,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OTHER,PL 1950500,M,QUEENS,103,0,18-24,M,BLACK,40.70545409609727,-73.78147778788069,Wednesday,"40.70545409609727, -73.78147778788069"
2024-07-28T00:00:00.000-04:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,BRONX,42,0,25-44,M,HISPANIC,40.833131,-73.8958,Sunday,"40.833131, -73.8958"
2024-03-27T00:00:00.000-04:00,792,CRIMINAL POSSESSION WEAPON,118,OTHER,PL 26503WT,F,BROOKLYN,77,1,45-64,M,BLACK,40.67065802222989,-73.95797447716627,Wednesday,"40.67065802222989, -73.95797447716627"
2024-02-29T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BRONX,44,0,25-44,M,HISPANIC,40.837924,-73.915846,Thursday,"40.837924, -73.915846"
2024-02-25T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200501,F,BROOKLYN,70,0,25-44,M,BLACK,40.638997,-73.957856,Sunday,"40.638997, -73.957856"
2024-03-16T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,STATEN ISLAND,121,0,25-44,M,HISPANIC,40.580277,-74.163175,Saturday,"40.580277, -74.163175"
2024-08-09T00:00:00.000-04:00,507,"CONTROLLED SUBSTANCE, POSSESSI",117,DRUGS,PL 2200603,F,QUEENS,109,0,45-64,M,BLACK,40.757691,-73.834115,Friday,"40.757691, -73.834115"
2024-02-28T00:00:00.000-05:00,724,"FORGERY-ILLEGAL POSSESSION,VEH",126,OTHER,PL 1706501,F,QUEENS,101,0,25-44,M,HISPANIC,40.610028,-73.753587,Wednesday,"40.610028, -73.753587"
2024-07-23T00:00:00.000-04:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553501,F,BRONX,50,0,25-44,M,BLACK,40.883111,-73.90332,Tuesday,"40.883111, -73.90332"
2024-03-12T00:00:00.000-04:00,157,RAPE 1,104,OTHER,PL 1303501,F,QUEENS,114,0,25-44,M,HISPANIC,40.7694951184418,-73.9150241703895,Tuesday,"40.7694951184418, -73.9150241703895"
2024-03-20T00:00:00.000-04:00,916,LEAVING SCENE-ACCIDENT-PERSONA,348,OTHER,VTL06000AA,M,BROOKLYN,78,0,45-64,M,BLACK,40.681119,-73.974365,Wednesday,"40.681119, -73.974365"
2024-03-17T00:00:00.000-04:00,744,BAIL JUMPING 3,359,OTHER,PL 2155500,M,QUEENS,102,0,45-64,M,ASIAN,40.712206,-73.825952,Sunday,"40.712206, -73.825952"
2024-03-12T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BROOKLYN,72,0,18-24,M,HISPANIC,40.657949,-74.000634,Tuesday,"40.657949, -74.000634"
2024-03-12T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200511,F,QUEENS,102,0,25-44,M,BLACK,40.69843,-73.831128,Tuesday,"40.69843, -73.831128"
2024-02-18T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1201001,F,BRONX,52,0,25-44,F,HISPANIC,40.869067,-73.8806,Sunday,"40.869067, -73.8806"
2024-02-29T00:00:00.000-05:00,640,AGGRAVATED HARASSMENT 1,126,OTHER,PL 2403102,F,QUEENS,110,0,25-44,M,HISPANIC,40.748,-73.867721,Thursday,"40.748, -73.867721"
2024-03-09T00:00:00.000-05:00,106,ASSAULT POLICE/PEACE OFFICER,106,ASSAULT,PL 1200503,F,MANHATTAN,23,0,25-44,F,HISPANIC,40.793502,-73.940335,Saturday,"40.793502, -73.940335"
2024-03-17T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601504,F,BROOKLYN,84,0,25-44,M,BLACK,40.690427,-73.984768,Sunday,"40.690427, -73.984768"
2024-02-28T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,67,0,<18,F,BLACK,40.661088,-73.919703,Wednesday,"40.661088, -73.919703"
2024-07-17T00:00:00.000-04:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BRONX,47,1,25-44,M,BLACK,40.89844961727117,-73.85429832975593,Wednesday,"40.89844961727117, -73.85429832975593"
