Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-03-31T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,83,0,25-44,F,HISPANIC,40.695008,-73.922509,Sunday,"40.695008, -73.922509"
2024-02-09T00:00:00.000-05:00,494,"STOLEN PROPERTY 2,1,POSSESSION",111,OTHER,PL 1654502,F,BRONX,46,0,18-24,M,HISPANIC,40.849029,-73.911401,Friday,"40.849029, -73.911401"
2024-02-15T00:00:00.000-05:00,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,OTHER,PL 1402000,F,QUEENS,113,0,25-44,M,BLACK,40.680077,-73.775929,Thursday,"40.680077, -73.775929"
2024-03-01T00:00:00.000-05:00,515,"CONTROLLED SUBSTANCE,SALE 3",117,DRUGS,PL 2203901,F,BRONX,46,0,45-64,M,BLACK,40.853523292313426,-73.90272273608804,Friday,"40.853523292313426, -73.90272273608804"
2024-03-05T00:00:00.000-05:00,729,"FORGERY,ETC.,UNCLASSIFIED-FELO",113,OTHER,PL 1702500,F,QUEENS,101,0,25-44,M,BLACK,40.606381811728646,-73.75470868092374,Tuesday,"40.606381811728646, -73.75470868092374"
2024-03-20T00:00:00.000-04:00,510,"CONTROLLED SUBSTANCE, INTENT T",117,DRUGS,PL 2200601,F,QUEENS,104,1,45-64,M,BLACK,40.699531014673724,-73.91103665226316,Wednesday,"40.699531014673724, -73.91103665226316"
2024-03-19T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BROOKLYN,61,0,45-64,M,WHITE,40.60247166809284,-73.94424286644853,Tuesday,"40.60247166809284, -73.94424286644853"
2024-02-11T00:00:00.000-05:00,705,"FORGERY,ETC.-MISD.",358,OTHER,PL 1702000,M,MANHATTAN,25,0,25-44,M,HISPANIC,40.80239646639981,-73.93676832591038,Sunday,"40.80239646639981, -73.93676832591038"
2024-03-05T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,110,0,18-24,M,HISPANIC,40.747487,-73.885321,Tuesday,"40.747487, -73.885321"
2024-01-30T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,BRONX,52,1,25-44,M,HISPANIC,40.84086852850009,-73.87280571970754,Tuesday,"40.84086852850009, -73.87280571970754"
2024-02-14T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,QUEENS,114,0,45-64,M,HISPANIC,40.75315,-73.911622,Wednesday,"40.75315, -73.911622"
2024-04-13T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,47,0,25-44,M,BLACK,40.891341,-73.831042,Saturday,"40.891341, -73.831042"
2024-02-09T00:00:00.000-05:00,494,"STOLEN PROPERTY 2,1,POSSESSION",111,OTHER,PL 1654502,F,BRONX,46,0,18-24,M,HISPANIC,40.849029,-73.911401,Friday,"40.849029, -73.911401"
2024-01-14T00:00:00.000-05:00,802,ALCOHOLIC BEVERAGE CONTROL LAW,346,OTHER,ABC0065000,M,QUEENS,114,0,18-24,F,BLACK,40.766722,-73.912691,Sunday,"40.766722, -73.912691"
2024-01-01T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BRONX,52,0,25-44,M,BLACK,40.879457484157705,-73.88437241065424,Monday,"40.879457484157705, -73.88437241065424"
2024-01-18T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,19,0,45-64,M,WHITE,40.766896,-73.96373,Thursday,"40.766896, -73.96373"
2024-03-20T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,43,0,65+,M,HISPANIC,40.839793,-73.866961,Wednesday,"40.839793, -73.866961"
2024-02-03T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,MANHATTAN,24,0,25-44,M,HISPANIC,40.79601,-73.97503,Saturday,"40.79601, -73.97503"
2024-02-29T00:00:00.000-05:00,409,"LARCENY,GRAND BY EXTORTION",109,THEFT,PL 1553006,F,STATEN ISLAND,120,0,25-44,M,ASIAN,40.644996,-74.077263,Thursday,"40.644996, -74.077263"
2024-03-13T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,72,1,25-44,M,HISPANIC,40.641435145615965,-74.01781464949576,Wednesday,"40.641435145615965, -74.01781464949576"
2024-02-28T00:00:00.000-05:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510D,F,BROOKLYN,66,0,25-44,M,HISPANIC,40.640089,-73.97004,Wednesday,"40.640089, -73.97004"
