Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-06-13T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,60,0,25-44,M,BLACK,40.577258,-73.976436,Thursday,"40.577258, -73.976436"
2024-06-18T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,QUEENS,115,0,25-44,M,BLACK,40.756585,-73.875603,Tuesday,"40.756585, -73.875603"
2024-06-18T00:00:00.000-04:00,175,"SEXUAL ABUSE 3,2",233,OTHER,PL 1305201,M,BROOKLYN,67,0,65+,M,BLACK,40.6488507469884,-73.951016510623,Tuesday,"40.6488507469884, -73.951016510623"
2024-06-28T00:00:00.000-04:00,155,RAPE 2,104,OTHER,PL 1303002,F,QUEENS,110,0,25-44,M,HISPANIC,40.7434812638841,-73.8740035373971,Friday,"40.7434812638841, -73.8740035373971"
2024-07-02T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,49,0,25-44,F,BLACK,40.86725,-73.868309,Tuesday,"40.86725, -73.868309"
2024-07-09T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,52,0,25-44,M,BLACK,40.869067,-73.8806,Tuesday,"40.869067, -73.8806"
2024-07-09T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211300,F,MANHATTAN,19,0,25-44,M,BLACK,40.766896,-73.96373,Tuesday,"40.766896, -73.96373"
2024-11-18T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,79,0,25-44,F,BLACK,40.688736,-73.944984,Monday,"40.688736, -73.944984"
2024-07-19T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,49,0,25-44,M,BLACK,40.855793,-73.843908,Friday,"40.855793, -73.843908"
2024-12-14T00:00:00.000-05:00,153,RAPE 3,104,OTHER,PL 1302501,F,QUEENS,113,0,45-64,M,BLACK,40.6799807384666,-73.7762339071953,Saturday,"40.6799807384666, -73.7762339071953"
2024-07-24T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,62,0,25-44,M,BLACK,40.605954,-73.986499,Wednesday,"40.605954, -73.986499"
2024-12-17T00:00:00.000-05:00,742,ESCAPE 3,237,OTHER,PL 2050500,M,BRONX,48,0,45-64,M,BLACK,40.850315,-73.892054,Tuesday,"40.850315, -73.892054"
2024-07-27T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,47,0,25-44,M,BLACK,40.885545,-73.865086,Saturday,"40.885545, -73.865086"
2024-07-25T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211300,F,BROOKLYN,69,0,25-44,M,BLACK,40.648698,-73.905128,Thursday,"40.648698, -73.905128"
2024-12-26T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110E2,F,QUEENS,116,0,25-44,M,BLACK,,,Thursday,
2024-08-08T00:00:00.000-04:00,157,RAPE 1,104,OTHER,PL 1303501,F,MANHATTAN,1,0,18-24,M,HISPANIC,40.7204418884676,-74.0067439741913,Thursday,"40.7204418884676, -74.0067439741913"
2024-08-11T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,72,0,25-44,F,BLACK,40.635577,-74.011262,Sunday,"40.635577, -74.011262"
2024-12-31T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,40,0,25-44,M,BLACK,40.814785,-73.910542,Tuesday,"40.814785, -73.910542"
2024-09-06T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211300,F,BRONX,50,0,25-44,M,BLACK,40.875161,-73.909056,Friday,"40.875161, -73.909056"
2024-09-17T00:00:00.000-04:00,157,RAPE 1,104,OTHER,PL 130352A,F,BROOKLYN,77,0,25-44,M,BLACK,40.6744956865259,-73.9305713255961,Tuesday,"40.6744956865259, -73.9305713255961"
2024-10-06T00:00:00.000-04:00,153,RAPE 3,104,OTHER,PL 1302503,F,QUEENS,115,0,25-44,M,HISPANIC,40.7565675846374,-73.8759315341335,Sunday,"40.7565675846374, -73.8759315341335"
2024-10-08T00:00:00.000-04:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,73,0,25-44,M,BLACK,40.659559,-73.913015,Tuesday,"40.659559, -73.913015"
2024-10-01T00:00:00.000-04:00,153,RAPE 3,104,OTHER,PL 1302502,F,QUEENS,113,0,45-64,M,BLACK,40.6799807384666,-73.7762339071953,Tuesday,"40.6799807384666, -73.7762339071953"
2024-10-17T00:00:00.000-04:00,153,RAPE 3,104,OTHER,PL 1302501,F,MANHATTAN,28,0,25-44,M,BLACK,40.8084177460021,-73.9524740603515,Thursday,"40.8084177460021, -73.9524740603515"
2024-11-06T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,48,0,25-44,M,BLACK,40.843603,-73.878864,Wednesday,"40.843603, -73.878864"
2024-11-20T00:00:00.000-05:00,153,RAPE 3,104,OTHER,PL 1302504,F,BRONX,46,0,25-44,M,HISPANIC,40.8535983673823,-73.9005768807295,Wednesday,"40.8535983673823, -73.9005768807295"
2024-11-24T00:00:00.000-05:00,153,RAPE 3,104,OTHER,PL 1302507,F,MANHATTAN,17,0,25-44,M,WHITE,40.7568201683051,-73.9711432633524,Sunday,"40.7568201683051, -73.9711432633524"
2024-11-21T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BRONX,50,0,25-44,M,BLACK,40.883111,-73.90332,Thursday,"40.883111, -73.90332"
2024-11-26T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,STATEN ISLAND,122,0,25-44,M,BLACK,40.574091,-74.106113,Tuesday,"40.574091, -74.106113"
2024-12-09T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,88,0,25-44,M,BLACK,40.689614,-73.960148,Monday,"40.689614, -73.960148"
2024-12-10T00:00:00.000-05:00,263,"ARSON 2,3,4",114,OTHER,PL 1501500,F,BROOKLYN,73,71,45-64,M,BLACK,40.655777,-73.910603,Tuesday,"40.655777, -73.910603"
2024-12-18T00:00:00.000-05:00,153,RAPE 3,104,OTHER,PL 1302502,F,BRONX,47,0,45-64,M,BLACK,40.8873136344706,-73.8472717577564,Wednesday,"40.8873136344706, -73.8472717577564"
2024-12-30T00:00:00.000-05:00,105,STRANGULATION 1ST,106,ASSAULT,PL 1211200,F,BROOKLYN,83,0,18-24,M,BLACK,40.698946,-73.934411,Monday,"40.698946, -73.934411"
2024-12-28T00:00:00.000-05:00,114,OBSTR BREATH/CIRCUL,344,ASSAULT,PL 1211100,M,QUEENS,116,0,18-24,M,BLACK,,,Saturday,
2024-12-27T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,QUEENS,116,0,18-24,M,BLACK,,,Friday,
2024-12-31T00:00:00.000-05:00,464,JOSTLING,230,OTHER,PL 1652501,M,MANHATTAN,14,0,25-44,M,HISPANIC,40.756643,-73.988371,Tuesday,"40.756643, -73.988371"
2024-03-12T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,MANHATTAN,24,0,18-24,F,HISPANIC,40.79656190621449,-73.97419452293997,Tuesday,"40.79656190621449, -73.97419452293997"
2024-01-03T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,QUEENS,114,0,45-64,F,WHITE,40.769552,-73.915361,Wednesday,"40.769552, -73.915361"
2024-01-31T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,STATEN ISLAND,122,0,18-24,M,WHITE,40.561458669959144,-74.11226279842101,Wednesday,"40.561458669959144, -74.11226279842101"
2024-01-10T00:00:00.000-05:00,503,"CONTROLLED SUBSTANCE,INTENT TO",117,DRUGS,PL 2201607,F,BROOKLYN,61,0,25-44,F,WHITE,40.59570785550221,-73.94295942092441,Wednesday,"40.59570785550221, -73.94295942092441"
2024-02-23T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,BRONX,40,2,18-24,M,HISPANIC,40.820499,-73.915756,Friday,"40.820499, -73.915756"
2024-04-01T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601001,F,MANHATTAN,30,0,45-64,M,BLACK,40.823454,-73.943383,Monday,"40.823454, -73.943383"
2024-04-04T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601001,F,BROOKLYN,61,0,<18,M,BLACK,40.594864,-73.940815,Thursday,"40.594864, -73.940815"
2024-03-05T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553001,F,MANHATTAN,5,0,45-64,M,BLACK,40.71792216585817,-73.99309539468375,Tuesday,"40.71792216585817, -73.99309539468375"
2024-03-27T00:00:00.000-04:00,707,"IMPERSONATION 2, PUBLIC SERVAN",340,OTHER,PL 1902300,M,MANHATTAN,7,0,25-44,M,BLACK,40.716517,-73.983411,Wednesday,"40.716517, -73.983411"
2024-03-11T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BROOKLYN,75,0,25-44,M,BLACK,40.671404,-73.881509,Monday,"40.671404, -73.881509"
2024-03-05T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,67,0,25-44,F,BLACK,40.648859,-73.95082,Tuesday,"40.648859, -73.95082"
2024-01-12T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,QUEENS,112,0,25-44,M,WHITE,40.723524,-73.85399,Friday,"40.723524, -73.85399"
2024-01-02T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,MANHATTAN,10,0,45-64,M,HISPANIC,40.757408,-73.994192,Tuesday,"40.757408, -73.994192"
2024-02-16T00:00:00.000-05:00,439,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",109,THEFT,PL 1553501,F,MANHATTAN,18,0,25-44,M,HISPANIC,40.76539,-73.985702,Friday,"40.76539, -73.985702"
2024-03-04T00:00:00.000-05:00,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER,VTL051101A,M,BROOKLYN,63,0,25-44,F,BLACK,40.636479,-73.919068,Monday,"40.636479, -73.919068"
2024-03-02T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,18,0,25-44,M,HISPANIC,40.766501,-73.982362,Saturday,"40.766501, -73.982362"
2024-01-25T00:00:00.000-05:00,198,CRIMINAL CONTEMPT 1,126,OTHER,PL 21551B5,F,BROOKLYN,73,0,18-24,F,BLACK,40.662761,-73.907529,Thursday,"40.662761, -73.907529"
2024-01-26T00:00:00.000-05:00,462,UNAUTHORIZED USE VEHICLE 3,353,OTHER,PL 1650501,M,MANHATTAN,25,0,45-64,M,BLACK,40.80118489186587,-73.9397457112116,Friday,"40.80118489186587, -73.9397457112116"
2024-02-04T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,BRONX,52,0,25-44,M,HISPANIC,40.875393,-73.87339,Sunday,"40.875393, -73.87339"
2024-02-02T00:00:00.000-05:00,748,"CONTEMPT,CRIMINAL",359,OTHER,PL 2155002,M,STATEN ISLAND,123,0,45-64,M,WHITE,40.532267,-74.22214,Friday,"40.532267, -74.22214"
2024-03-24T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,46,0,25-44,M,HISPANIC,40.853578,-73.900591,Sunday,"40.853578, -73.900591"
2024-03-28T00:00:00.000-04:00,759,"PUBLIC ADMINISTATION,UNCLASS M",359,OTHER,PL 1950500,M,BROOKLYN,83,1,25-44,M,BLACK,40.69880633811935,-73.9183658020352,Thursday,"40.69880633811935, -73.9183658020352"
2024-02-27T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200501,F,BRONX,45,0,18-24,F,HISPANIC,40.817981,-73.817769,Tuesday,"40.817981, -73.817769"
2024-02-07T00:00:00.000-05:00,849,"NY STATE LAWS,UNCLASSIFIED VIO",677,OTHER,LOC00000V0,V,MANHATTAN,33,1,25-44,M,HISPANIC,40.8410766367656,-73.93976740555671,Wednesday,"40.8410766367656, -73.93976740555671"
2024-03-01T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,79,0,25-44,M,HISPANIC,40.687049,-73.959641,Friday,"40.687049, -73.959641"
2024-02-26T00:00:00.000-05:00,258,"CRIMINAL MISCHIEF 4TH, GRAFFIT",351,OTHER,PL 1456002,M,MANHATTAN,1,0,25-44,M,WHITE,40.72292879276168,-74.0021718310637,Monday,"40.72292879276168, -74.0021718310637"
2024-03-24T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,24,0,45-64,F,HISPANIC,40.794507,-73.966322,Sunday,"40.794507, -73.966322"
2024-03-09T00:00:00.000-05:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,QUEENS,110,0,25-44,M,HISPANIC,40.746827,-73.858441,Saturday,"40.746827, -73.858441"
2024-01-11T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,MANHATTAN,14,1,45-64,M,BLACK,40.7535327012632,-73.9945368920152,Thursday,"40.7535327012632, -73.9945368920152"
2024-02-04T00:00:00.000-05:00,792,CRIMINAL POSSESSION WEAPON,118,OTHER,PL 265031B,F,BRONX,48,0,<18,M,BLACK,40.84601,-73.896507,Sunday,"40.84601, -73.896507"
2024-01-16T00:00:00.000-05:00,205,"TRESPASS 2, CRIMINAL",352,OTHER,PL 1401501,M,MANHATTAN,34,0,25-44,M,HISPANIC,40.848427,-73.931611,Tuesday,"40.848427, -73.931611"
2024-02-21T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110E2,F,MANHATTAN,34,0,25-44,M,HISPANIC,40.852380210477016,-73.93149393068829,Wednesday,"40.852380210477016, -73.93149393068829"
2024-01-31T00:00:00.000-05:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110MU,M,QUEENS,115,0,25-44,M,HISPANIC,40.74915777082326,-73.8694258444689,Wednesday,"40.74915777082326, -73.8694258444689"
2024-01-18T00:00:00.000-05:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,QUEENS,110,1,25-44,M,HISPANIC,40.74664168277901,-73.89139142095587,Thursday,"40.74664168277901, -73.89139142095587"
2024-03-28T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,QUEENS,110,0,18-24,M,HISPANIC,40.733729,-73.871197,Thursday,"40.733729, -73.871197"
2024-01-08T00:00:00.000-05:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 160102B,F,BROOKLYN,62,0,25-44,M,BLACK,40.599234,-73.98472,Monday,"40.599234, -73.98472"
2024-01-01T00:00:00.000-05:00,802,ALCOHOLIC BEVERAGE CONTROL LAW,346,OTHER,ABC0064B00,M,QUEENS,105,0,25-44,M,BLACK,40.71742,-73.739365,Monday,"40.71742, -73.739365"
2024-03-08T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,76,2,25-44,M,HISPANIC,40.683446,-73.987212,Friday,"40.683446, -73.987212"
2024-04-05T00:00:00.000-04:00,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER,VTL051101A,M,BROOKLYN,83,0,25-44,M,HISPANIC,40.7054292649674,-73.91809079233731,Friday,"40.7054292649674, -73.91809079233731"
2024-01-18T00:00:00.000-05:00,750,RESISTING ARREST,359,OTHER,PL 2053000,M,MANHATTAN,1,1,18-24,M,HISPANIC,40.7103272228251,-74.00954415049303,Thursday,"40.7103272228251, -74.00954415049303"
2024-01-18T00:00:00.000-05:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,BROOKLYN,62,0,45-64,M,WHITE,40.605738,-74.003045,Thursday,"40.605738, -74.003045"
2024-01-04T00:00:00.000-05:00,155,RAPE 2,104,OTHER,PL 130301T,F,BROOKLYN,66,0,25-44,M,HISPANIC,40.6258375452829,-73.9909448942322,Thursday,"40.6258375452829, -73.9909448942322"
2024-02-13T00:00:00.000-05:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,75,0,25-44,M,HISPANIC,40.671404,-73.881509,Tuesday,"40.671404, -73.881509"
2024-01-22T00:00:00.000-05:00,268,CRIMINAL MIS 2 & 3,121,OTHER,PL 1450502,F,BROOKLYN,88,0,45-64,F,BLACK,40.689614,-73.960148,Monday,"40.689614, -73.960148"
2024-02-01T00:00:00.000-05:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BROOKLYN,79,0,45-64,M,BLACK,40.6811367070632,-73.9556676077586,Thursday,"40.6811367070632, -73.9556676077586"
2024-03-06T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,QUEENS,109,0,25-44,M,HISPANIC,40.762037,-73.827328,Wednesday,"40.762037, -73.827328"
2024-03-05T00:00:00.000-05:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,13,0,45-64,F,HISPANIC,40.739243633889,-73.999184461781,Tuesday,"40.739243633889, -73.999184461781"
2024-03-25T00:00:00.000-04:00,244,"BURGLARY,UNCLASSIFIED,UNKNOWN",107,OTHER,PL 1402000,F,MANHATTAN,25,0,25-44,M,HISPANIC,40.79718,-73.936097,Monday,"40.79718, -73.936097"
