Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-11-21T00:00:00.000-05:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,BROOKLYN,73,0,45-64,M,BLACK,40.671104,-73.913562,Thursday,"40.671104, -73.913562"
2024-12-13T00:00:00.000-05:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,MANHATTAN,14,1,45-64,M,BLACK,40.75099078334884,-73.99062326583427,Friday,"40.75099078334884, -73.99062326583427"
2024-08-01T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL05110MU,M,MANHATTAN,26,0,18-24,M,BLACK,40.813389894368306,-73.95625868043503,Thursday,"40.813389894368306, -73.95625868043503"
2024-07-09T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BROOKLYN,90,0,25-44,M,BLACK,40.7068520698819,-73.94819520223965,Tuesday,"40.7068520698819, -73.94819520223965"
2024-12-16T00:00:00.000-05:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 160050H,F,MANHATTAN,26,0,18-24,M,ASIAN,40.814845,-73.956312,Monday,"40.814845, -73.956312"
2024-07-17T00:00:00.000-04:00,779,"PUBLIC ADMINISTRATION,UNCLASSI",126,OTHER,PL 215510B,F,BROOKLYN,75,0,25-44,F,BLACK,40.67034823303736,-73.89742040223629,Wednesday,"40.67034823303736, -73.89742040223629"
2024-07-23T00:00:00.000-04:00,515,"CONTROLLED SUBSTANCE,SALE 3",117,DRUGS,PL 2203901,F,MANHATTAN,7,0,25-44,M,BLACK,40.717723870166544,-73.98576515589919,Tuesday,"40.717723870166544, -73.98576515589919"
2024-07-26T00:00:00.000-04:00,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,OTHER,PL 1450001,M,BRONX,47,0,25-44,M,BLACK,40.903862,-73.846994,Friday,"40.903862, -73.846994"
2024-07-05T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,MANHATTAN,25,2,25-44,F,BLACK,40.797339,-73.930544,Friday,"40.797339, -73.930544"
2024-07-14T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,40,0,25-44,F,BLACK,40.82032,-73.91786,Sunday,"40.82032, -73.91786"
2024-11-25T00:00:00.000-05:00,441,"LARCENY,GRAND OF AUTO",110,OTHER,PL 1553008,F,BRONX,44,0,<18,M,HISPANIC,40.84179,-73.911091,Monday,"40.84179, -73.911091"
2024-12-14T00:00:00.000-05:00,478,"THEFT OF SERVICES, UNCLASSIFIE",343,OTHER,PL 1651503,M,BROOKLYN,83,1,25-44,M,HISPANIC,40.69993783385083,-73.91180788979794,Saturday,"40.69993783385083, -73.91180788979794"
