Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-12-30T00:00:00.000-05:00,681,"CHILD, ENDANGERING WELFARE",233,OTHER,PL 2601001,M,QUEENS,105,0,25-44,F,WHITE,40.7265293769835,-73.7348645378882,Monday,"40.7265293769835, -73.7348645378882"
2024-08-13T00:00:00.000-04:00,969,"TRAFFIC,UNCLASSIFIED INFRACTIO",881,OTHER,VTL051101A,M,BROOKLYN,67,0,45-64,M,BLACK,40.6638613547968,-73.92455063594716,Tuesday,"40.6638613547968, -73.92455063594716"
2024-09-16T00:00:00.000-04:00,203,"TRESPASS 3, CRIMINAL",352,OTHER,PL 140100A,M,BROOKLYN,75,0,18-24,M,BLACK,40.665422,-73.874717,Monday,"40.665422, -73.874717"
2024-09-12T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,BROOKLYN,63,0,18-24,M,BLACK,40.634194,-73.931442,Thursday,"40.634194, -73.931442"
2024-08-14T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BROOKLYN,75,0,25-44,M,HISPANIC,40.680357,-73.879979,Wednesday,"40.680357, -73.879979"
2024-08-16T00:00:00.000-04:00,397,"ROBBERY,OPEN AREA UNCLASSIFIED",105,OTHER,PL 1601002,F,BRONX,48,0,<18,M,HISPANIC,40.844295,-73.880111,Friday,"40.844295, -73.880111"
2024-09-11T00:00:00.000-04:00,510,"CONTROLLED SUBSTANCE, INTENT T",117,DRUGS,PL 2200601,F,BROOKLYN,61,0,45-64,M,BLACK,40.59198945484819,-73.97663558581588,Wednesday,"40.59198945484819, -73.97663558581588"
2024-08-09T00:00:00.000-04:00,922,"TRAFFIC,UNCLASSIFIED MISDEMEAN",348,OTHER,VTL0511001,M,MANHATTAN,18,0,45-64,F,WHITE,40.763814,-73.981952,Friday,"40.763814, -73.981952"
2024-09-05T00:00:00.000-04:00,114,OBSTR BREATH/CIRCUL,344,ASSAULT,PL 12111AH,F,QUEENS,109,0,18-24,M,BLACK,40.785041,-73.856849,Thursday,"40.785041, -73.856849"
2024-08-27T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,17,0,25-44,M,WHITE,40.756789,-73.97111,Tuesday,"40.756789, -73.97111"
