Arrest_Date,Police_Department_Code,Offense_Description,Offense_Key_Code,Offense_Detailed_Description,Law_Code,Offense_Category_Code,Arrest_Borough,Arrest_Precinct,Jurisdiction_Code,Perpetrator_Age_Group,Perpetrator_Sex,Perpetrator_Race,Latitude,Longitude,Arrest_Day_of_Week,Location
2024-10-08T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BROOKLYN,62,0,45-64,F,BLACK,40.59674487717582,-73.98526521941558,Tuesday,"40.59674487717582, -73.98526521941558"
2024-10-26T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,MANHATTAN,14,0,25-44,M,BLACK,40.750423,-73.98928,Saturday,"40.750423, -73.98928"
2024-10-16T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 1200502,F,QUEENS,102,0,25-44,F,ASIAN,40.684964,-73.835534,Wednesday,"40.684964, -73.835534"
2024-10-11T00:00:00.000-04:00,639,AGGRAVATED HARASSMENT 2,361,OTHER,PL 2403002,M,BROOKLYN,72,0,45-64,M,HISPANIC,40.657949,-74.000634,Friday,"40.657949, -74.000634"
2024-10-04T00:00:00.000-04:00,905,"INTOXICATED DRIVING,ALCOHOL",347,OTHER,VTL11920U2,M,BROOKLYN,76,0,25-44,M,HISPANIC,40.679876,-74.016665,Friday,"40.679876, -74.016665"
2024-10-16T00:00:00.000-04:00,649,FALSE REPORT UNCLASSIFIED,361,OTHER,PL 2405003,M,BRONX,41,0,18-24,M,BLACK,40.825463,-73.89294,Wednesday,"40.825463, -73.89294"
2024-10-30T00:00:00.000-04:00,339,"LARCENY,PETIT FROM OPEN AREAS,",341,THEFT,PL 1552500,M,BRONX,46,0,25-44,F,HISPANIC,40.862162,-73.895354,Wednesday,"40.862162, -73.895354"
2024-10-29T00:00:00.000-04:00,510,"CONTROLLED SUBSTANCE, INTENT T",117,DRUGS,PL 2200601,F,QUEENS,103,0,45-64,M,HISPANIC,40.713298,-73.764423,Tuesday,"40.713298, -73.764423"
2024-09-24T00:00:00.000-04:00,511,"CONTROLLED SUBSTANCE, POSSESSI",235,DRUGS,PL 2200300,M,MANHATTAN,14,1,25-44,M,ASIAN,40.757232265258125,-73.98979219054627,Tuesday,"40.757232265258125, -73.98979219054627"
2024-10-21T00:00:00.000-04:00,291,"CONSPIRACY 4, 3",126,OTHER,PL 105101H,F,MANHATTAN,1,73,25-44,F,BLACK,40.710246,-74.006733,Monday,"40.710246, -74.006733"
2024-09-19T00:00:00.000-04:00,109,"ASSAULT 2,1,UNCLASSIFIED",106,ASSAULT,PL 120001H,F,BRONX,45,0,18-24,F,BLACK,40.830792,-73.826946,Thursday,"40.830792, -73.826946"
2024-09-23T00:00:00.000-04:00,101,ASSAULT 3,344,ASSAULT,PL 1200001,M,BRONX,43,0,<18,F,BLACK,40.820324,-73.862723,Monday,"40.820324, -73.862723"
2024-10-26T00:00:00.000-04:00,259,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",351,OTHER,PL 1450001,M,BRONX,50,0,25-44,M,HISPANIC,40.869753,-73.900974,Saturday,"40.869753, -73.900974"
2024-10-21T00:00:00.000-04:00,203,"TRESPASS 3, CRIMINAL",352,OTHER,PL 140100A,M,MANHATTAN,6,0,65+,M,BLACK,40.733876,-74.005428,Monday,"40.733876, -74.005428"
2024-10-06T00:00:00.000-04:00,177,SEXUAL ABUSE,116,OTHER,PL 1306502,F,QUEENS,112,0,45-64,M,BLACK,40.7226409964758,-73.8515418216779,Sunday,"40.7226409964758, -73.8515418216779"
2024-10-23T00:00:00.000-04:00,113,"MENACING,UNCLASSIFIED",344,ASSAULT,PL 1201401,M,BRONX,41,0,45-64,M,HISPANIC,40.816057,-73.895785,Wednesday,"40.816057, -73.895785"
